variable,value,count
candidate,Bryan Jack Holder,750
candidate,Burgess,170
candidate,"Burt, Kerry",1459
candidate,Bvs,837
candidate,"CALEWARTS, DYLAN",306
candidate,CAMPBELL STATION ALDERMAN POSITION,80
candidate,CAMPBELL STATION ALDERMAN POSITION__1,80
candidate,CAMPBELL STATION ALDERMAN POSITION__2,80
candidate,CAMPBELL STATION ALDERMAN POSITION__3,80
candidate,CAMPBELL STATION ALDERMAN POSTION,80
candidate,CAMPBELL STATION CITY CLERK-SARAH,80
candidate,CARROLL-BOONE WATER BOARD MARK BIL,92
candidate,"CHARLES """"C.J."""" BARICEVIC",651
candidate,CHARLES ALAN HERNICK,170
candidate,CHARLES W DENT,333
candidate,CHERI BUSTOS,689
candidate,CHRISTINA M HARTMAN,335
candidate,CHRISTINA OWEN,1050
candidate,"CLEMENTS, PAUL",298
candidate,COLLECTOR,276
candidate,"COLLECTOR AMY L. JENKINS - REP,",92
candidate,CONSTABLE BIG CREEK TWP,276
candidate,"CONSTABLE CITY KEN KELLY - REP,",92
candidate,CONSTABLE CYPERT WP,276
candidate,CONSTABLE GRAY TWP,276
candidate,CONSTABLE GUM SPRINGS TWP,276
candidate,CONSTABLE HALE TOWNSHIP CONSTABLE,224
candidate,CONSTABLE HARRISON TWP,276
candidate,CONSTABLE HOT SPRINGS TOWNSHIP CON,224
candidate,CONSTABLE LAKE HAMILTON TOWNSHIP C,224
candidate,CONSTABLE LIBERTY TWP,276
candidate,CONSTABLE NORTH JOSEPH JENKINS - R,92
candidate,"CONSTABLE SOUTH GEORGE ""JAY"" WHITE",92
candidate,CONSTABLE UNION TWP,276
candidate,CONSTABLE WHITTINGTON TOWNSHIP CON,224
candidate,"CONYERS, JR., JOHN",517
candidate,CORONER,276
candidate,"CORONER WAYNE S. CONE - DEM,",92
candidate,COUNTY CLERK,276
candidate,COUNTY CLERK COUNTY CLERK CRYSTAL,92
candidate,COUNTY JUDGE,276
candidate,"COUNTY JUDGE ROBERT HATHAWAY- REP,",92
candidate,COUNTY SHERIFF SHERIFF MIKE MOORE,92
candidate,"CRESWELL, GREGORY",464
candidate,"CROSS, Peter",339
candidate,Cadien,239
candidate,"Cain, Emily *",4
candidate,"Cain, Emily Ann",428
candidate,Calvin Hill Sr.,8887
candidate,Calvin SIDLE,464
candidate,Calvin Sidle,150
candidate,Calvin Silde,15
candidate,Cargas,155
candidate,Carl E. Vassar,122
candidate,Carla Spalding,272
candidate,Carlos Curbelo,246
candidate,Carlos Santamaria,1122
candidate,Carol Shea-Porter,114
candidate,Carolyn Maloney,1004
candidate,Carter,136
candidate,Cary,276
candidate,Casey Lucius,754
candidate,Cassandra Mitchell,276
candidate,Castro,257
candidate,Cathy McMorris Rodgers,669
candidate,Cedric Richmond,676
candidate,Chadwick Fairbanks,551
candidate,Charlene Albarran,571
candidate,"Charles """"Casper"""" Stockham",424
candidate,Charles Jackson,133
candidate,Charlie Crist,241
candidate,Chase Iron Eyes,432
candidate,Chris Blake Wiggins,720
candidate,Chris Collins,2328
candidate,Chris Fedalei,251
candidate,Chris Gibson,42
candidate,Chris Hayes,1616
candidate,Chris Stewart,573
candidate,Christian Cano,961
candidate,Christine Quinn,192
candidate,Christopher D. Cataldo,222
candidate,Christopher Peters,800
candidate,Christopher Schaefer,171
candidate,Chuck Fleischmann,276
candidate,Chuemai Yang,557
candidate,City of Emerson Alderman-Position,42
candidate,City of Emerson Alderman-Position__1,42
candidate,City of Emerson Alderman-Position__2,42
candidate,City of Magnolia Alderman W1 P1 Ke,42
candidate,City of Magnolia Alderman W3 P1 Ja,42
candidate,City of Magnolia Alderman W4 P1 Je,42
candidate,City of McNeil Alderman Position 1,42
candidate,City of McNeil Alderman Position 2,42
candidate,City of McNeil Alderman Position 3,42
candidate,City of McNeil Alderman Position 4,42
candidate,City of McNeil Alderman Position 5,42
candidate,City of Taylor Alderman Ward 1 Pos,42
candidate,City of Taylor Alderman Ward 1 Pos__1,42
candidate,City of Taylor Alderman Ward 2 Pos,42
candidate,City of Taylor Alderman Ward 2 Pos__1,42
candidate,City of Taylor Alderman Ward 3 Pos,42
candidate,City of Taylor Alderman Ward 3 Pos__1,42
candidate,City of Taylor Recorder / Treasure,42
candidate,City of Waldo Alderman Ward 1 Posi,42
candidate,City of Waldo Alderman Ward 2 Posi,42
candidate,City of Waldo Recorder / Treasurer,42
candidate,Clark,136
candidate,Claudia Addy,750
candidate,Claudia Tenney,1232
candidate,Clay Cope,311
candidate,Clay Higgins,587
candidate,Clint Didier,892
candidate,Cole,236
candidate,Colleen Deacon,1192
candidate,Collin Peterson,1329
candidate,Collin Simonsen,534
candidate,Colliver,271
candidate,Colm Willis,292
candidate,Conaway,351
candidate,Constable 1 - Columbia North Burni,42
candidate,Constable 3 - Magnolia City Daniel,42
candidate,Constable 4 - McNeil John Ferguson,42
candidate,Constable 6 - Emerson Kenneth Dail,42
candidate,"Constable Arkansas Township, Dwayn",120
candidate,Constable District 5 - Waldo Truma,42
candidate,"Constable GumPond Township, Ricky",120
candidate,Constable Pos 1 Paul Teel,444
candidate,Constable Pos 2 Cleason H. Cotton,444
candidate,Constable Pos 3 Arnold Martin,444
candidate,Constable Pos 4 William Justin Hayes,444
candidate,"Constable Prairie Township, Jamie",120
candidate,Constable Upper Twnsp Paul Foley,444
candidate,Corry Westbrook,213
candidate,Corvalan,321
candidate,County Assessor Zach Johnson,444
candidate,County Clerk Sharon Brooks,444
candidate,County Clerk Sherry L. Bell,42
candidate,County Coroner Kenny Hobbs,444
candidate,County Coroner Randy Reed,42
candidate,County Judge County Judge Larry At,42
candidate,County Judge David Hudson,444
candidate,County Sheriff Bill Hollenbeck,444
candidate,County Sheriff Sheriff Mike Loe,42
candidate,County Treas/Collector Judith Miller,444
candidate,County Treasurer Selena Renee Belt,42
candidate,Craig Bowden,551
candidate,Cuellar,276
candidate,Culberson,155
candidate,Culler,276
candidate,Curtis Imrie,308
candidate,"D'Silva, Reuben",302
candidate,DANIEL WILLIAM LIPINSKI,497
candidate,DANNY K. DAVIS,597
candidate,DARIN LaHOOD,778
candidate,DAVID A BRAT,241
candidate,DAVID B. MCKINLEY,592
candidate,DAVID SCOTT,688
candidate,DEBORAH L WILLIAMS,724
candidate,DENISE JUNEAU,686
candidate,DEREK W KITTS,395
candidate,"DIAZ ALDERMAN WARD 1, POSITION 1-A",80
candidate,"DIAZ ALDERMAN WARD 1, POSITION 2-J",80
candidate,"DIAZ ALDERMAN WARD 2, POSITION 1-B",80
candidate,"DIAZ ALDERMAN WARD 2, POSITION 2-D",80
candidate,"DIAZ ALDERMAN WARD 3, POSITION 1-B",80
candidate,"DIAZ ALDERMAN WARD 3, POSITION 2-I",80
candidate,DIAZ CITY CLERK-KATHY HOWARD (IND),80
candidate,"DINGELL, DEBBIE",306
candidate,DON WILSON,592
candidate,DONALD STERNOFF BEYER Jr.,170
candidate,DOUG COLLINS,720
candidate,DOUGLAS BELL,956
candidate,DREW FERGUSON,776
candidate,"DRISKELL, GRETCHEN D.",311
candidate,DWIGHT EVANS,827
candidate,Dale K. Mensing,1498
candidate,Dan Donovan,1716
candidate,Dan Hogan,329
candidate,Dan Newhouse,892
candidate,Dan Phillip,8887
candidate,Dana Rohrabacher,824
candidate,Daniel B. Giroux,297
candidate,Daniel Cavanagh,529
candidate,Daniel Clyde Cummings,482
candidate,Daniel M. Wik,560
candidate,Daniel Reale,142
candidate,Daniel Vila Rivera,495
candidate,Daniel Webster,208
candidate,Danil Ezekiel Faust,557
candidate,Danniel Maio,1227
candidate,Danny R. Turner,944
candidate,Daria Novak,142
candidate,Darr,161
candidate,Darrell Dinges,424
candidate,Darrell Issa,897
candidate,Darren Soto,199
candidate,Darth Vader,46
candidate,Dave Cowell,452
candidate,Dave Hughes,1329
candidate,Dave Koller,208
candidate,Dave Loebsack,800
candidate,Dave Reichert,307
candidate,David A. Harlow,8887
candidate,David A. Rosa,220
candidate,David Delk,138
candidate,David E. Bruderly,180
candidate,David Gurfein,1953
candidate,David J. Putman,209
candidate,David Justus Arnold,448
candidate,David Kustoff,247
candidate,David M Blackwell,470
candidate,David N. Cicilline,456
candidate,David P. Joyce,8887
candidate,David Price,1084
candidate,David Ross,266
candidate,David Rouzer,934
candidate,David Snyder,280
candidate,David Valadao,966
candidate,David W Walker,138
candidate,David W. Jolly,241
candidate,David W. Kent,266
candidate,David Young,750
candidate,DeWeese,408
candidate,"DeWitt Ald. W1 P2, Debbie Fox, Ind",120
candidate,"DeWitt Ald. W2 P1, James Vernor, I",120
candidate,"DeWitt Ald. W3 P1, Robert Young, I",120
candidate,"DeWitt Ald. W3 P2, Dallas Traylor,",120
candidate,Debbie Wasserman Schultz,233
candidate,Democrat,174
candidate,Denise Gitsham,840
candidate,Dennis A. Ross,189
candidate,Dennis Schuller,236
candidate,Denny Heck,523
candidate,Derek Kilmer,538
candidate,Derickson Lawrence,731
candidate,Derrick James Hendricks,8887
candidate,Devin G. Nunes,633
candidate,Devin Lance Graham,592
candidate,Diana DeGette,424
candidate,Diana Kastenbaum,582
candidate,Diane Black,266
candidate,Dianne Curry,1616
candidate,Diaz,270
candidate,Dimitri Cherny,383
candidate,Doanita Simmons,317
candidate,Doggett,240
candidate,Don Bacon,286
candidate,Don Endriss,233
candidate,Donald Cornell,42
candidate,Donald Howbert,490
candidate,Donald P. Larson,8887
candidate,Doris Matsui,540
candidate,Doug Applegate,897
candidate,Doug Basler,15
candidate,Doug La Malfa,1160
candidate,Doug Lamborn,308
candidate,Doug Owens,534
candidate,Doug Shepherd,421
candidate,"Dresser, Jay Parker",420
candidate,Du Wayne Gregory,2084
candidate,Duncan Hunter,1066
candidate,EARL “BUDDY” CARTER,920
candidate,EILEEN MCNEIL BEDELL,241
candidate,ERIN R MCCLELLAND,592
candidate,EVAN JENKINS,620
candidate,"EVANS, H.D. CHIP",728
candidate,Earl Blumenauer,138
candidate,Ed Albertson,8887
candidate,Ed Perlmutter,344
candidate,Ed Royce,772
candidate,Eddie McCain,323
candidate,Eduardo Ramirez,456
candidate,Elbert Guillory,780
candidate,Eleanor Holmes Norton,143
candidate,Eliot Barron,557
candidate,Eliot Engel,2193
candidate,Elise Stefanik,3640
candidate,Elizabeth Cady Stanton,46
candidate,Elizabeth Esty,311
candidate,Elizabeth F. Traceski,128
candidate,Emanuel Cleaver II,365
candidate,Emerson City Recorder/Treasurer Li,42
candidate,Emilio Huerta,966
candidate,Eric Swalwell,944
candidate,Erica Clawson,275
candidate,Erik Paulsen,247
candidate,Ernest T. Reeves,1160
candidate,"Everhart, John H.",728
candidate,"F. James Sensenbrenner, Jr.",347
candidate,FOR,3712
candidate,FOR ALL,1776
candidate,FOR ALL THE UNOPPOSED CANDIDATES.,100
candidate,FOR ALL UNOPPOSED,68
candidate,FOR UNOPPOSED,224
candidate,FOR Unopposed Candidates,85
candidate,FOUNTAIN LAKE ALDERMAN POSITION 1,224
candidate,FOUNTAIN LAKE ALDERMAN POSITION 3,224
candidate,FOUNTAIN LAKE ALDERMAN POSITION 4,224
candidate,FOUNTAIN LAKE ALDERMAN POSITION 5,224
candidate,FRANK D. LUCAS,1440
candidate,FRANKIE ROBBINS,1440
candidate,Farenthold,316
candidate,Federal,5456
candidate,Flores,297
candidate,Flores Perez,169
candidate,For,1242
candidate,Fran Person,450
candidate,Francis Rooney,148
candidate,Frank Francois,439
candidate,Frank Guinta,114
candidate,Frank Nelson Drake,236
candidate,Frank Spotorno,794
candidate,Frederick O. Mayock,277
candidate,French Hill,1616
candidate,G. Burt Lancaster,839
candidate,G. K. Butterfield,1208
candidate,"GABBARD, Tulsi",402
candidate,GARLAND COUNTY ASSESSOR ASSESSOR S,224
candidate,GARLAND COUNTY CLERK COUNTY CLERK,224
candidate,GARLAND COUNTY CORONER CORONER STU,224
candidate,GARLAND COUNTY SHERIFF SHERIFF MIC,224
candidate,GARLAND COUNTY TAX COLLECTOR REBEC,224
candidate,GARLAND COUNTY TREASURER GARLAND C,224
candidate,GEORGE J KELLY,488
candidate,GEORGETOWN ALDERMAN PO. 1,276
candidate,GEORGETOWN ALDERMAN PO. 3,276
candidate,GEORGETOWN ALDERMAN PO. 5,276
candidate,GERALD EDWARD CONNOLLY,165
candidate,"GERRARD, TED",311
candidate,GESTY S,864
candidate,"GIOIA, LISA LANE",362
candidate,GLASS TOWNSHIP CONSTABLE-CHARLES E,80
candidate,GLENN WILLIAM THOMPSON,563
candidate,"GORMAN, JEFF",517
candidate,"GRAESER, RONALD E.",319
candidate,"GREEN, MARIA",304
candidate,GREG DUKE,904
candidate,"GRIFFIN, Calvin (G)",339
candidate,"GRIFFIN, Calvin C. (G)",339
candidate,GRIFFITHVILLE ALDERMAN PO. 1,276
candidate,GRIFFITHVILLE ALDERMAN PO. 2,276
candidate,GRIFFITHVILLE ALDERMAN PO. 3,276
candidate,GRIFFITHVILLE ALDERMAN PO. 5,276
candidate,GRUBBS ALDERMAN POSITION 1-RONNIE,80
candidate,GRUBBS ALDERMAN POSITION 2-JULIE A,80
candidate,GRUBBS ALDERMAN POSITION 3-CHUCK H,80
candidate,GRUBBS ALDERMAN POSITION 4-JIMMY P,80
candidate,GRUBBS ALDERMAN POSITION 5-LINDA M,80
candidate,GRUBBS CITY CLERK-SARAH BENNETT (I,80
candidate,GRUBBS TOWNSHIP CONSTABLE-JAMES â€,80
candidate,Gail Schwartz,484
candidate,Gallego,321
candidate,Garret Graves,592
candidate,Gary Jill Stein,278
candidate,Gary Johnson,186
candidate,Gary L. Koniz,180
candidate,Gary Palmer,209
candidate,Garza,169
candidate,Gaylon Kent,484
candidate,Genevieve (Gen) Williams,289
candidate,George Athanasopoulos,344
candidate,George Holding,967
candidate,George Skalsky,8887
candidate,Gibson,166
candidate,Gil Guthrie,285
candidate,"Gillett Ald. W1 P1, Jerry Connelly",120
candidate,"Gillett Ald. W1 P2, Walter Raymond",120
candidate,"Gillett Ald. W2 P1, Brandon Truax,",120
candidate,"Gillett Ald. W2 P2, Matthew Knoll,",120
candidate,"Gillett Ald. W3 P1, Ronald William",120
candidate,"Gillett Ald. W3 P2, Leslie Rone, I",120
candidate,"Gillett Recorder/Treasurer, Jennif",120
candidate,"Giroux, Daniel B.",387
candidate,Glenda Gail Parker,263
candidate,Glenn Grothman,431
candidate,Glo Smith,269
candidate,Gohmert,276
candidate,Gonzalez,545
candidate,"Goossen, David",398
candidate,Gorden J. Bakken,297
candidate,Gordon Christensen,387
candidate,Gourdoux,173
candidate,Grace F. Napolitano,706
candidate,Grace Meng,818
candidate,Granger,271
candidate,Gray,276
candidate,Green,320
candidate,Greg Rigby,46
candidate,Greg Ryan,229
candidate,Greg Walden,390
candidate,Gregory Meeks,878
candidate,Grover Joseph Rees,587
candidate,Gus Michael Bilirakis,177
candidate,Guy McLendon,587
candidate,Gwen S. Moore,366
candidate,"H. Powell Dew, Jr.",1208
candidate,"HAAS, ERWIN J.",319
candidate,"HANABUSA, Colleen Wakako",661
candidate,"HARDWICK, AL",354
candidate,"HAYDEN, TIFFANY",517
candidate,HENRY C “HANK” JOHNSON JR,676
candidate,HIGGINSON ALDERMAN W-1 PO. 2,276
candidate,HIGGINSON ALDERMAN W-2 PO. 1,276
candidate,HIGGINSON ALDERMAN W-2 PO. 2,276
candidate,HIGGINSON ALDERMAN W-3 PO. 1,276
candidate,HIGGINSON ALDERMAN W-3 PO. 2,276
candidate,HIGGINSON RECORDER/TREASURER,276
candidate,HOLBROOK,5
candidate,HOWARD MORGAN GRIFFITH,395
candidate,"HUIZENGA, BILL",319
candidate,Hakeem Jeffries,1058
candidate,Hardin,276
candidate,"Hardy, Cresent",428
candidate,Haris Bhatti,409
candidate,"Harold """"Hal"""" ROGERS",736
candidate,"Harold """"Hal"""" Rogers",54
candidate,Harold (Hal) ROGERS,9
candidate,Harold Bratcher,596
candidate,Harold Davis,6
candidate,Harold Russell Taub,461
candidate,Henry Bardel,429
candidate,Hensarling,231
candidate,Herman L. Vidrine,587
candidate,"Hohe, Steven A.",13
candidate,Holbrook,16
candidate,"Holbrook, Mark I",4
candidate,"Holbrook, Mark I - Brunswick",4
candidate,"Holbrook, Mark I,",5
candidate,"Holbrook, Mark I.",124
candidate,Hosea Cleveland,415
candidate,Howard Kearney,557
candidate,"Huelskamp, Tim",1459
candidate,"Humphrey Ald. W1 P2, Kie Sherman,",120
candidate,"Humphrey Ald. W2 P1, Cleveland Hat",120
candidate,"Humphrey Ald. W3 P1, John Wayne Mo",120
candidate,"Humphrey Ald. W3 P2, Chad Burgess,",120
candidate,Hurd,321
candidate,Ileana Ros-Lehtinen,245
candidate,"Isadore Hall, III",659
candidate,J. Wesley Casteen,934
candidate,J.J. Summerell,1207
candidate,J.P. Dist 1 Johnny Hobbs,444
candidate,J.P. Dist 10 Dickie L. Robertson,444
candidate,J.P. Dist 11 Linda Willsey Murry,444
candidate,J.P. Dist 12 Bob Schwartz,444
candidate,J.P. Dist 13 Rick Reedy,444
candidate,J.P. Dist 2 Jackie C. Davis,444
candidate,J.P. Dist 3 Shawn Looper,444
candidate,J.P. Dist 4 James W. Butler,444
candidate,J.P. Dist 6 Danny W. Aldridge,444
candidate,J.P. Dist 8 Donald E. Carter,444
candidate,J.P. Dist 9 Rhonda Royal,444
candidate,JACK A MCGRANN,501
candidate,JACKSON COUNTY CLERK-COUNTY CLERK,80
candidate,JACKSON COUNTY CORONER-CRIS M. DRI,80
candidate,JACKSON COUNTY JUDGE-JUDGE JEFF PH,80
candidate,JACKSON COUNTY TREASURER-TREASURER,80
candidate,JACKSONPORT ALDERMAN POSITION 1-JE,80
candidate,JACKSONPORT ALDERMAN POSITION 2-MA,80
candidate,JACKSONPORT ALDERMAN POSITION 3-JO,80
candidate,JACKSONPORT ALDERMAN POSITION 4-DA,80
candidate,JACKSONPORT ALDERMAN POSITION 5-ST,80
candidate,JACKSONPORT CITY CLERK-CHELSI SMIT,80
candidate,JAMES A JONES,827
candidate,JAMES NEAL HARRIS,852
candidate,JANICE D. SCHAKOWSKY,514
candidate,JEFFERSON TOWNSHIP CONSTABLE-JR MO,80
candidate,JEFFREY A. LEEF,589
candidate,JIM WALZ,465
candidate,JOAN McCARTHY LASONDE,514
candidate,JODY HICE,864
candidate,JOHN M. SHIMKUS,828
candidate,JOHN McCARTHY,1584
candidate,JOHN R. LEWIS,956
candidate,"JOHNSON, LON",501
candidate,"JOHNSON, SAM",517
candidate,"JONES, JEFF",306
candidate,JOSHUA HARRIS-TILL,1584
candidate,JOSHUA T BURKHOLDER,298
candidate,JP DISTRICT 1,276
candidate,"JP DISTRICT 1 JIM L. MILUM - REP,",92
candidate,JP DISTRICT 10,276
candidate,JP DISTRICT 10 JAMES C. WIDNER - R,92
candidate,JP DISTRICT 11,276
candidate,JP DISTRICT 11 DAVID THOMPSON - RE,92
candidate,JP DISTRICT 12,276
candidate,JP DISTRICT 13,276
candidate,JP DISTRICT 2,276
candidate,JP DISTRICT 3,276
candidate,JP DISTRICT 4,276
candidate,"JP DISTRICT 4 BRYAN SNAVELY - REP,",92
candidate,JP DISTRICT 5,276
candidate,"JP DISTRICT 5 FRED WOEHL JR - REP,",92
candidate,JP DISTRICT 6,276
candidate,JP DISTRICT 7 ROBERT L. MEEK - REP,92
candidate,JP DISTRICT 8,276
candidate,"JP DISTRICT 8 JIM D. HARP - REP,",92
candidate,JP DISTRICT 9,276
candidate,JP DISTRICT 9 RALPH H. GUYNN - REP,92
candidate,"JP District 1, Bill Paxton, Democr",120
candidate,"JP District 2, Roger Theis, Democr",120
candidate,"JP District 3, Jerry E. Rodgers, D",120
candidate,"JP District 4, Mary Ashley-Iverson",120
candidate,"JP District 5, Tim Criswell, Democ",120
candidate,"JP District 6, Inez McLemore, Demo",120
candidate,"JP District 7, James L. Gunnell, D",120
candidate,"JP District 8, Kirk Keller, Republ",120
candidate,JUDSONIA ALDERMAN W-1 PO. 1,276
candidate,JUDSONIA ALDERMAN W-1 PO. 2,276
candidate,JUDSONIA ALDERMAN W-2 PO. 1,276
candidate,JUDSONIA ALDERMAN W-2 PO. 2,276
candidate,JUDSONIA ALDERMAN W-3 PO. 1,276
candidate,JUDSONIA RECORDER/TREASURER,276
candidate,JULIO GRACIA,170
candidate,JUNIUS RODRIGUEZ,778
candidate,JUSTICE OF THE PEACE DISTRICT 01 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 02 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 05 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 06 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 07 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 09 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 1-RU,80
candidate,JUSTICE OF THE PEACE DISTRICT 10 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 11 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 12 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 13 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 3-JU,80
candidate,JUSTICE OF THE PEACE DISTRICT 4-JU,80
candidate,JUSTICE OF THE PEACE DISTRICT 6-RO,80
candidate,JUSTICE OF THE PEACE DISTRICT 8-JU,80
candidate,JUSTICE OF THE PEACE DISTRICT 9-JU,80
candidate,Jack Martins,1887
candidate,Jack Orswell,718
candidate,Jack Seaman,432
candidate,Jackie Speier,822
candidate,Jackson Lee,246
