variable,value,count
district,Campbell,1
district,"Central, Seat 1",202
district,City and County of Honolulu,918
district,Clay,55
district,Codington,22
district,County of Kauai,96
district,D,68
district,DAMASCUS,21
district,DAVIDSON,3383
district,DAVIE,558
district,DAYTON,36
district,DIST # 3,2
district,DIST # 4,6
district,DIST # 5,5
district,DIST # 8,4
district,DIST #12,18
district,DIST #3,32
district,DIST 2,20
district,DISTRICT # 2,3
district,DISTRICT #1,7
district,DISTRICT #2,127
district,DISTRICT #2 FULL TERM,13
district,DISTRICT #3,74
district,DISTRICT #3 UNEXPIRED TERM,13
district,DISTRICT 1,153
district,DISTRICT 1 UNEXPIRED TERM,18
district,DISTRICT 2,605
district,DISTRICT 3,204
district,DISTRICT 4,132
district,DISTRICT 5,69
district,DISTRICT 6,60
district,DISTRICT 7,63
district,DISTRICT 8,56
district,DISTRICT 9,56
district,DISTRICT A,13
district,DISTRICT II,4
district,DISTRICT THREE,6
district,DUPLIN,79
district,DURHAM,2288
district,Deer Lodge,14
district,"Dist 3, County of Hawaii",30
district,"Dist 4, County of Hawaii",24
district,Dist IX,114
district,Dist V,114
district,Dist VII,84
district,Dukes,21
district,EAST DISTRICT,66
district,EAST END DISTRICT,12
district,EDGECOMBE,100
district,ELKTON,21
district,ENGELHARD SANITARY DISTRICT,53
district,East Maui,204
district,Edmunds,3
district,FINCASTLE,15
district,FIRST WARD,8
district,FORSYTH,3360
district,FOURTH WARD,23
district,FRANKLIN,72
district,FRONT ROYAL,56
district,Faulk,14
district,Franklin,80
district,GASTON,4488
district,GATES,56
district,GLADE SPRING,21
district,GLASGOW,10
district,GLEN LYN,22
district,GORDONSVILLE,14
district,GOSHEN,12
district,GRAHAM,208
district,GRANVILLE,60
district,GREENE,141
district,GRETNA,28
district,GRIFFIS-WIDEWATER,18
district,GROTTOES,28
district,GUILFORD,676
district,Glacier,16
district,Group 1,1569
district,Group 11,1523
district,Group 14,1154
district,Group 2,5013
district,Group 3,6915
district,Group 4,4814
district,Group 5,2846
district,Group 7,1154
district,Group A Seat 3,102
district,HALIFAX,274
district,HANDY SANITARY DISTRICT,119
district,HARKERS ISLAND SANITARY,119
district,HARNETT,74
district,HAYWOOD,2074
district,HENDERSON,2334
district,HERNDON,65
district,HERTFORD,264
district,HG,52
district,HILLSBORO,24
district,HOKE,480
district,HONAKER,21
district,HURT,24
district,HYDE,168
district,I,634
district,II,759
district,IREDELL,696
district,IRON GATE,21
district,IV,504
district,JOHNSTON,2011
district,JONES,93
district,JUNALUSKA SANITARY DISTRICT,88
district,Jefferson,20
district,KEYSVILLE,6
district,Kahului,204
district,Kennebec County,10
district,LEE,46
district,LEE DISTRICT,10
district,LEESBURG,156
district,LENOIR,282
district,LINCOLN,550
district,LURAY,44
district,Lake,20
district,Lanai,204
district,MADISON,192
district,MAGGIE VALLEY SANITARY DISTRICT,42
district,MARTIN,275
district,MCDOWELL,1156
district,MCKENNEY,21
district,MECKLENBURG,810
district,MELFA,25
district,MIDDLEBURG,6
district,MIDDLETOWN,24
district,MINZIES CREEK SANITARY DISTRICT,18
district,MITCHELL,504
district,MONTEREY,4
district,MONTGOMERY,56
district,MONTROSS,15
district,MOORE,378
district,MT CRAWFORD,18
district,Madison,8
district,Makawao-Haiku-Paia,204
district,Marshall,18
district,Minnehaha,355
district,Molokai,204
district,NANSEMOND BOROUGH,25
district,NARROWS,20
district,NASH,118
district,NASSAWADOX,24
district,NEW HANOVER,2509
district,NORTHAMPTON,94
district,"Northern, Seat 1",202
district,OCRACOKE SANITARY DISTRICT,54
district,ONSLOW,1026
district,ORANGE,792
district,PAINTER,27
district,PAMLICO,46
district,PASQUOTANK,436
district,PEMBROKE,9
district,PENDER,86
district,PERQUIMANS,170
district,PERSON,792
district,PHENIX,33
district,PITT,228
district,POCAHONTAS,24
district,POLK,272
district,POLK COUNTY,68
district,PORT ROYAL,18
district,POWHATAN DISTRICT,18
district,Park,44
district,Powder River,7
district,Powell,13
district,RANDOLPH,672
district,RICHLANDS,27
district,RICHMOND,444
district,RIEGELWOOD SANITARY DISTRICT,232
district,ROBESON,182
district,ROCKINGHAM,660
district,ROWAN,656
district,ROWAN-SALISBURY,1968
district,RUTHERFORD,340
district,SAMPSON,103
district,SCOTLAND,564
district,SECOND WARD,24
district,SHANGHAI DISTRICT,9
district,SHAWNEE DISTRICT,12
district,SHENANDOAH,21
district,SIXTH WARD,12
district,SLEEPY HOLE BOROUGH,25
district,STANLEY,21
district,STANLY,276
district,STEPHENS CITY,15
district,STOKES,1596
district,STOKES COUNTY SOIL AND WATER CONSERVATION DISTRICT,469
district,STONEWALL DISTRICT,10
district,STUART,20
district,SURRY,488
district,SWAIN,200
district,SWAN QUARTER SANITARY DISTRICT,35
district,Seat 1,954
district,Seat 2,484
district,Seat 3,875
district,Seat 4,553
district,Seat 5,550
district,Seat 6,200
district,Seat 7,181
district,Sheridan,12
district,Silver Bow,372
district,South Maui,204
district,Stanley,1
district,Suffolk,1490
district,Sunderland,2
district,TAZEWELL,27
district,THIRD WARD,6
district,TIMBERVILLE,18
district,TOWN OF BADIN,8
district,TOWN OF CASAR,16
district,TOWN OF DOBSON,56
district,TOWN OF ELKIN,345
district,TOWN OF GLEN ALPINE,8
district,TOWN OF GRANTSBORO,19
district,TOWN OF MOCKSVILLE,36
district,TOWN OF PILOT MOUNTAIN,49
district,TOWN OF STANLEY,252
district,TOWN OF TAYLORSVILLE,32
district,TOWN OF WACO,16
district,TRANSYLVANIA,540
district,TROUTDALE,6
district,TROUTVILLE,18
district,TYRRELL,124
district,Turner,1
district,UNION,2170
district,URBANNA,26
district,Union,6
district,Upcountry,204
district,V,506
district,VANCE,96
district,VIRGILINA,27
district,Valley,16
district,WAKE,1084
district,WARD 4,9
district,WARD 5,12
district,WARD 6,9
district,WARREN,56
district,WASHINGTON,27
district,WATAUGA,660
district,WAYNE,132
district,WELDON CITY SCHOOLS,265
district,WEST POINT,27
district,WHALEYVILLE BOROUGH,49
district,WHITTIER SANITARY DISTRICT,84
district,WILKES,276
district,WILMINGTON,258
district,WILSON,104
district,WINDSOR,15
district,WINDSOR HILLS DISTRICT,16
district,WOODFIN,218
district,Wailuku-Waihee-Waikapu,204
district,West Maui,204
district,YADKIN,153
district,YANCEY,440
district,Zone 4,32
district,Zone 6,22
district,statewide,31104
district,,1486256
jurisdiction,ACCOMACK COUNTY,149
jurisdiction,ADAIR,204
jurisdiction,ADAMS,114
jurisdiction,ALAMANCE,3552
jurisdiction,ALEXANDER,784
jurisdiction,ALFALFA,108
jurisdiction,ALLEGHANY,189
jurisdiction,ALLEGHANY COUNTY,33
jurisdiction,AMHERST COUNTY,21
jurisdiction,ANSON,377
jurisdiction,ARLINGTON COUNTY,324
jurisdiction,ASHE,710
jurisdiction,ASHLAND,52
jurisdiction,ATOKA,102
jurisdiction,AUGUSTA COUNTY,19
jurisdiction,AVERY,711
jurisdiction,Abbeville,634
jurisdiction,Acushnet,6
jurisdiction,Adair,56
jurisdiction,Adams,1276
jurisdiction,Aiken,2718
jurisdiction,Aitkin,45
jurisdiction,Alachua,252
jurisdiction,Allegany County,80
jurisdiction,Allen,108
jurisdiction,Allendale,295
jurisdiction,Anderson,3964
jurisdiction,Anoka,216
jurisdiction,Apache,12215
jurisdiction,Appling,312
jurisdiction,Aquinnah,3
jurisdiction,Arapahoe,2547
jurisdiction,Arkansas County,6472
jurisdiction,Ashfield,2
jurisdiction,Ashley County,1675
jurisdiction,Asotin,150
jurisdiction,Atkinson,160
jurisdiction,Attleboro,24
jurisdiction,Auburn,24
jurisdiction,Aurora,8
jurisdiction,Autauga,286
jurisdiction,BARRON,74
jurisdiction,BAYFIELD,58
jurisdiction,BEAUFORT,1479
jurisdiction,BEAVER,48
jurisdiction,BECKHAM,24
jurisdiction,BEDFORD COUNTY,90
jurisdiction,BERTIE,754
jurisdiction,BLADEN,1326
jurisdiction,BLAINE,12
jurisdiction,BOTETOURT COUNTY,57
jurisdiction,BROWN,208
jurisdiction,BRUNSWICK,2200
jurisdiction,BRUNSWICK COUNTY,90
jurisdiction,BRYAN,132
jurisdiction,BUCKINGHAM COUNTY,9
jurisdiction,BUENA VISTA CITY,18
jurisdiction,BUFFALO,46
jurisdiction,BUNCOMBE,10908
jurisdiction,BURKE,1328
jurisdiction,BURNETT,48
jurisdiction,Bacon,200
jurisdiction,Baker,577
jurisdiction,Baldwin,1066
jurisdiction,Ballard,48
jurisdiction,Baltimore City,6945
jurisdiction,Bamberg,420
jurisdiction,Banks,572
jurisdiction,Barbour,109
jurisdiction,Barnwell,458
jurisdiction,Barren,340
jurisdiction,Barrington,335
jurisdiction,Barrow,544
jurisdiction,Bartow,428
jurisdiction,Bath,131
jurisdiction,Baxter County,1588
jurisdiction,Bay,280
jurisdiction,Beaufort,2517
jurisdiction,Beaverhead,16
jurisdiction,Becker,52
jurisdiction,Bell,234
jurisdiction,Beltrami,105
jurisdiction,Ben Hill,80
jurisdiction,Bennett,8
jurisdiction,Bent,10
jurisdiction,Benton,3827
jurisdiction,Benton County,9802
jurisdiction,Berkeley,2238
jurisdiction,Berkley,4
jurisdiction,Bernalillo,11411
jurisdiction,Bernardston,2
jurisdiction,Berrien,288
jurisdiction,Bibb,1014
jurisdiction,Big Horn,85
jurisdiction,Big Stone,32
jurisdiction,Blaine,10
jurisdiction,Bleckley,36
jurisdiction,Blount,281
jurisdiction,Blue Earth,105
jurisdiction,Boone,1056
jurisdiction,Boone County,3364
jurisdiction,Bossier,12
jurisdiction,Boston,1275
jurisdiction,Boulder,910
jurisdiction,Bourbon,84
jurisdiction,Boyd,329
jurisdiction,Boyle,188
jurisdiction,Bracken,52
jurisdiction,Bradford,160
jurisdiction,Bradley County,735
jurisdiction,Brantley,96
jurisdiction,Braxton,18
jurisdiction,Breathitt,86
jurisdiction,Brevard,840
jurisdiction,Bristol,720
jurisdiction,Broadwater,25
jurisdiction,Bronx,715
jurisdiction,Brookings (Vote Center),12
jurisdiction,Brooks,232
jurisdiction,Broomfield,296
jurisdiction,Broward,9840
jurisdiction,Brown,69
jurisdiction,Bryan,392
jurisdiction,Buckland,2
jurisdiction,Bullitt,505
jurisdiction,Bulloch,804
jurisdiction,Bullock,187
jurisdiction,Burke,564
jurisdiction,Burrillville,563
jurisdiction,Butler,197
jurisdiction,Butts,132
jurisdiction,CABARRUS,3729
jurisdiction,CADDO,48
jurisdiction,CALDWELL,1007
jurisdiction,CALHOUN,9
jurisdiction,CALUMET,70
jurisdiction,CAMDEN,265
jurisdiction,CAMPBELL COUNTY,45
jurisdiction,CANADIAN,66
jurisdiction,CAROLINE COUNTY,42
jurisdiction,CARTER,366
jurisdiction,CARTERET,1775
jurisdiction,CASS,21
jurisdiction,CASWELL,292
jurisdiction,CATAWBA,2245
jurisdiction,CHARLOTTE COUNTY,49
jurisdiction,CHATHAM,1125
jurisdiction,CHEROKEE,1058
jurisdiction,CHIPPEWA,88
jurisdiction,CHOCTAW,102
jurisdiction,CHOWAN,461
jurisdiction,CIMARRON,36
jurisdiction,CLARK,102
jurisdiction,CLARKE COUNTY,12
jurisdiction,CLAY,468
jurisdiction,CLEVELAND,2195
jurisdiction,COLONIAL HEIGHTS CITY,112
jurisdiction,COLUMBIA,117
jurisdiction,COLUMBUS,2099
jurisdiction,COMANCHE,756
jurisdiction,COOK,465333
jurisdiction,COTTON,72
jurisdiction,COVINGTON CITY,32
jurisdiction,CRAIG,96
jurisdiction,CRAVEN,2080
jurisdiction,CRAWFORD,54
jurisdiction,CREEK,66
jurisdiction,CUMBERLAND,4759
jurisdiction,CUMBERLAND COUNTY,3
jurisdiction,CURRITUCK,611
jurisdiction,CUSTER,90
jurisdiction,Cabell,468
jurisdiction,Caddo,246
jurisdiction,Caldwell,99
jurisdiction,Calhoun,1000
jurisdiction,Calhoun County,1088
jurisdiction,Calloway,200
jurisdiction,Camden,464
jurisdiction,Campbell,499
jurisdiction,Candler,160
jurisdiction,Carbon,29
jurisdiction,Carlisle,26
jurisdiction,Carlton,55
jurisdiction,Carroll,1134
jurisdiction,Carroll County,1620
jurisdiction,Carson City,216
jurisdiction,Carter,210
jurisdiction,Carver,55
jurisdiction,Cascade,138
jurisdiction,Casey,28
jurisdiction,Cass,141
jurisdiction,Catoosa,332
jurisdiction,Catron,24
jurisdiction,Cayuga,3810
jurisdiction,Cecil County,224
jurisdiction,Central Falls,401
jurisdiction,Chaffee,30
jurisdiction,Chambers,184
jurisdiction,Charlemont,2
jurisdiction,Charleston,9717
jurisdiction,Charlestown,314
jurisdiction,Charlotte,477
jurisdiction,Charlton,236
jurisdiction,Chatham,4524
jurisdiction,Chattahoochee,32
jurisdiction,Chattooga,520
jurisdiction,Chaves,164
jurisdiction,Chelan,890
jurisdiction,Chelsea,80
jurisdiction,Cherokee,2876
jurisdiction,Chester,849
jurisdiction,Chesterfield,785
jurisdiction,Chicot County,522
jurisdiction,Chilmark,3
jurisdiction,Chilton,260
jurisdiction,Chippewa,32
jurisdiction,Chisago,51
jurisdiction,Choctaw,191
jurisdiction,Chouteau,26
jurisdiction,Christian,498
jurisdiction,Churchill,38
jurisdiction,Cibola,168
jurisdiction,Citrus,469
jurisdiction,City of Augusta,150
jurisdiction,City of Belfast,116
jurisdiction,City of Ellsworth,100
jurisdiction,City of Lewiston,120
jurisdiction,City of Portland,244
jurisdiction,City of Saco,119
jurisdiction,City of Sanford,122
jurisdiction,City of South Portland,155
jurisdiction,City of Westbrook,176
jurisdiction,Clackamas,3559
jurisdiction,Claiborne,4
jurisdiction,Clallam,656
jurisdiction,Clarendon,788
jurisdiction,Clark,10225
jurisdiction,Clark County,1106
jurisdiction,Clarke,855
jurisdiction,Clatsop,434
jurisdiction,Clay,1072
jurisdiction,Clay County,825
jurisdiction,Clayton,1820
jurisdiction,Clear Creek,18
jurisdiction,Clearwater,28
jurisdiction,Cleburne,123
jurisdiction,Cleburne County,2016
jurisdiction,Cleveland County,892
jurisdiction,Clinch,160
jurisdiction,Clinton,48
jurisdiction,Cobb,6152
jurisdiction,Cochise,8625
jurisdiction,Coconino,25590
jurisdiction,Codington,22
jurisdiction,Coffee,465
jurisdiction,Colbert,424
jurisdiction,Colfax,84
jurisdiction,Colleton,836
jurisdiction,Collier,1014
jurisdiction,Colquitt,908
jurisdiction,Colrain,2
jurisdiction,Columbia,3047
jurisdiction,Columbia County,2640
jurisdiction,Conecuh,382
jurisdiction,Conway,2
jurisdiction,Conway County,954
jurisdiction,Cook,362
jurisdiction,Coos,389
jurisdiction,Coosa,189
jurisdiction,Cottonwood,40
jurisdiction,Coventry,1130
jurisdiction,Covington,432
jurisdiction,Coweta,856
jurisdiction,Cowlitz,846
jurisdiction,Craighead County,8945
jurisdiction,Cranston,2276
jurisdiction,Crawford,352
jurisdiction,Crawford County,3120
jurisdiction,Crenshaw,69
jurisdiction,Crisp,188
jurisdiction,Crittenden,66
jurisdiction,Crittenden County,1212
jurisdiction,Crook,407
jurisdiction,Cross County,1616
jurisdiction,Crow Wing,74
jurisdiction,Cullman,261
jurisdiction,Cumberland,995
jurisdiction,Curry,676
jurisdiction,Custer,42
jurisdiction,DANE,476
jurisdiction,DARE,630
jurisdiction,DAVIDSON,4942
jurisdiction,DAVIE,594
jurisdiction,DELAWARE,186
jurisdiction,DEWEY,54
jurisdiction,DINWIDDIE COUNTY,21
jurisdiction,DODGE,122
jurisdiction,DOOR,42
jurisdiction,DOUGLAS,78
jurisdiction,DUNN,105
jurisdiction,DUPLIN,1033
jurisdiction,DURHAM,5148
jurisdiction,Dade,280
jurisdiction,Dakota,219
jurisdiction,Dale,180
jurisdiction,Dallas,292
jurisdiction,Dallas County,368
jurisdiction,Daniels,4
jurisdiction,Darlington,1130
jurisdiction,Dartmouth,18
jurisdiction,Daviess,1788
jurisdiction,Dawson,115
jurisdiction,De Baca,24
jurisdiction,DeKalb,13886
jurisdiction,Decatur,224
jurisdiction,Deer Lodge,74
jurisdiction,Deerfield,2
jurisdiction,Delta,40
jurisdiction,Denver,8696
jurisdiction,Deschutes,1005
jurisdiction,Desha County,1136
jurisdiction,Desoto,180
jurisdiction,Dighton,4
jurisdiction,Dillon,452
jurisdiction,Dixie,90
jurisdiction,Doa Ana,584
jurisdiction,Dodge,399
jurisdiction,Dolores,8
jurisdiction,Dooly,108
jurisdiction,Dorchester,3235
jurisdiction,Dougherty,852
jurisdiction,Douglas,3889
jurisdiction,Drew County,615
jurisdiction,Dubois,120
jurisdiction,Duval,1254
jurisdiction,EAU CLAIRE,164
jurisdiction,EDGECOMBE,950
jurisdiction,ELLIS,6
jurisdiction,EMPORIA CITY,38
jurisdiction,Eagle,60
jurisdiction,Early,584
jurisdiction,East Greenwich,406
jurisdiction,East Providence,983
jurisdiction,Easton,12
jurisdiction,Echols,32
jurisdiction,Eddy,147
jurisdiction,Edgartown,3
jurisdiction,Edgefield,511
jurisdiction,Edmonson,36
jurisdiction,Edmunds,3
jurisdiction,Effingham,644
jurisdiction,El Paso,1452
jurisdiction,Elbert,328
jurisdiction,Elkhart,351
jurisdiction,Elko,366
jurisdiction,Elmore,438
jurisdiction,Emanuel,376
jurisdiction,Erving,2
jurisdiction,Escambia,1110
jurisdiction,Esmeralda,7
jurisdiction,Estill,49
jurisdiction,Etowah,312
jurisdiction,Eureka,8
jurisdiction,Evans,48
jurisdiction,Exeter,330
jurisdiction,FAIRFAX COUNTY,65
jurisdiction,FAUQUIER COUNTY,10
jurisdiction,FLORENCE,16
jurisdiction,FOND DU LAC,132
jurisdiction,FOREST,34
jurisdiction,FORSYTH,10708
jurisdiction,FRANKLIN,720
jurisdiction,FREDERICK COUNTY,61
jurisdiction,FREDERICKSBURG CITY,6
jurisdiction,Fairfield,747
jurisdiction,Fairhaven,12
jurisdiction,Fall River,58
jurisdiction,Fallon,12
jurisdiction,Fannin,480
jurisdiction,Faribault,50
jurisdiction,Faulk,14
jurisdiction,Faulkner County,3528
jurisdiction,Fayette,2954
jurisdiction,Fergus,30
jurisdiction,Ferry,209
jurisdiction,Fillmore,198
jurisdiction,Flagler,203
jurisdiction,Flathead,168
jurisdiction,Fleming,89
jurisdiction,Florence,2799
jurisdiction,Floyd,1241
jurisdiction,Forsyth,788
jurisdiction,Foster,294
jurisdiction,Fountain,54
jurisdiction,Franklin,2916
jurisdiction,Franklin County,1647
jurisdiction,Freeborn,69
jurisdiction,Freetown,6
jurisdiction,Fulton,17043
jurisdiction,Fulton County,920
jurisdiction,GARVIN,138
jurisdiction,GASTON,6665
jurisdiction,GATES,252
jurisdiction,GILES COUNTY,51
jurisdiction,GOOCHLAND COUNTY,24
jurisdiction,GRADY,240
jurisdiction,GRAHAM,272
jurisdiction,GRANT,110
jurisdiction,GRANVILLE,496
jurisdiction,GRAYSON COUNTY,108
jurisdiction,GREEN,50
jurisdiction,GREEN LAKE,32
jurisdiction,GREENE,542
jurisdiction,GREER,18
jurisdiction,GUILFORD,19112
jurisdiction,Gadsden,250
jurisdiction,Gallatin,210
jurisdiction,Garfield,94
jurisdiction,Garland County,12292
jurisdiction,Garrard,30
jurisdiction,Geneva,188
jurisdiction,Georgetown,1393
jurisdiction,Gila,6522
jurisdiction,Gilchrist,40
jurisdiction,Gill,2
jurisdiction,Gilliam,64
jurisdiction,Gilmer,476
jurisdiction,Glacier,48
jurisdiction,Glades,117
jurisdiction,Glascock,256
jurisdiction,Glocester,322
jurisdiction,Glynn,1572
jurisdiction,Golden Valley,2
jurisdiction,Goodhue,58
jurisdiction,Gordon,432
jurisdiction,Gosnold,3
jurisdiction,Grady,376
jurisdiction,Graham,3858
jurisdiction,Granite,8
jurisdiction,Grant,1411
jurisdiction,Grant County,944
jurisdiction,Graves,254
jurisdiction,Grays Harbor,850
jurisdiction,Grayson,132
jurisdiction,Green,50
jurisdiction,Greenbrier,203
jurisdiction,Greene,314
jurisdiction,Greene County,2896
jurisdiction,Greenfield,18
jurisdiction,Greenlee,1200
jurisdiction,Greenup,240
jurisdiction,Greenville,4027
jurisdiction,Greenwood,1219
jurisdiction,Guadalupe,25
jurisdiction,Gulf,45
jurisdiction,Gwinnett,7368
jurisdiction,HALIFAX,1093
jurisdiction,HALIFAX COUNTY,49
jurisdiction,HANCOCK,3
jurisdiction,HARMON,12
jurisdiction,HARNETT,1208
jurisdiction,HARPER,78
jurisdiction,HARRISONBURG CITY,140
jurisdiction,HASKELL,102
jurisdiction,HAYWOOD,3912
jurisdiction,HENDERSON,3210
jurisdiction,HERTFORD,858
jurisdiction,HIGHLAND COUNTY,4
jurisdiction,HOKE,780
jurisdiction,HOPEWELL CITY,30
jurisdiction,HUGHES,111
jurisdiction,HYDE,394
jurisdiction,Habersham,344
jurisdiction,Hale,72
jurisdiction,Hall,1364
jurisdiction,Hamilton,56
jurisdiction,Hampshire,24
jurisdiction,Hampton,760
jurisdiction,Hancock,410
jurisdiction,Haralson,460
jurisdiction,Hardee,108
jurisdiction,Hardin,415
jurisdiction,Harding,8
jurisdiction,Hardy,126
jurisdiction,Harlan,253
jurisdiction,Harney,69
jurisdiction,Harpswell,56
jurisdiction,Harris,288
jurisdiction,Harrison,703
jurisdiction,Hart,184
jurisdiction,Hawaii,828
jurisdiction,Hawley,2
jurisdiction,Heard,144
jurisdiction,Heath,2
jurisdiction,Hempstead County,876
jurisdiction,Henderson,587
jurisdiction,Hendry,76
jurisdiction,Hennepin,1083
jurisdiction,Henry,1808
jurisdiction,Hernando,298
jurisdiction,Hickman,44
jurisdiction,Hidalgo,48
jurisdiction,Highlands,254
jurisdiction,Hill,51
jurisdiction,Hillsborough,4984
jurisdiction,Hinsdale,2
jurisdiction,Holmes,104
jurisdiction,Honolulu,22344
jurisdiction,Hood River,186
jurisdiction,Hopkins,356
jurisdiction,Hopkinton,258
jurisdiction,Horry,3799
jurisdiction,Hot_Spring County,2236
jurisdiction,Houston,1066
jurisdiction,Howard County,1785
jurisdiction,Hubbard,45
jurisdiction,Hudson,9556
jurisdiction,Humboldt,179
jurisdiction,IOWA,58
jurisdiction,IREDELL,1404
jurisdiction,IRON,45
jurisdiction,ISLE OF WIGHT COUNTY,15
jurisdiction,Iberia,8
jurisdiction,Independence County,1350
jurisdiction,Indian River,1739
jurisdiction,Irwin,300
jurisdiction,Isanti,39
jurisdiction,Island,310
jurisdiction,Itasca,45
jurisdiction,Izard County,2848
jurisdiction,JACKSON,720
jurisdiction,JAMES CITY COUNTY,18
jurisdiction,JEFFERSON,228
jurisdiction,JERSEY,25
jurisdiction,JOHNSTON,5047
jurisdiction,JONES,434
jurisdiction,JUNEAU,64
jurisdiction,Jackson,3980
jurisdiction,Jackson County,7292
jurisdiction,Jamestown,213
jurisdiction,Jasper,692
jurisdiction,Jeff Davis,252
jurisdiction,Jefferson,6959
jurisdiction,Jefferson County,13004
jurisdiction,Jenkins,112
jurisdiction,Jessamine,213
jurisdiction,Johnson,200
jurisdiction,Johnson County,1748
jurisdiction,Johnston,480
jurisdiction,Jones,360
jurisdiction,Josephine,1165
jurisdiction,Judith Basin,4
jurisdiction,KENOSHA,232
jurisdiction,KEWAUNEE,28
jurisdiction,KING & QUEEN COUNTY,9
jurisdiction,KING WILLIAM COUNTY,27
jurisdiction,KINGFISHER,84
jurisdiction,KIOWA,114
jurisdiction,Kanabec,54
jurisdiction,Kandiyohi,67
jurisdiction,Kauai,1584
jurisdiction,Kent,276
jurisdiction,Kenton,1435
jurisdiction,Kershaw,1183
jurisdiction,King,58
jurisdiction,Kitsap,1914
jurisdiction,Kittitas,643
jurisdiction,Kittson,66
jurisdiction,Klamath,707
jurisdiction,Klickitat,208
jurisdiction,Knott,196
jurisdiction,Knox,189
jurisdiction,Koochiching,34
jurisdiction,LA CROSSE,108
jurisdiction,LAFAYETTE,84
jurisdiction,LANGLADE,54
jurisdiction,LATIMER,168
jurisdiction,LEE,1150
jurisdiction,LEFLORE,318
jurisdiction,LENOIR,1496
jurisdiction,LEXINGTON CITY,27
jurisdiction,LINCOLN,2768
jurisdiction,LIVINGSTON,4
jurisdiction,LOGAN,1
jurisdiction,LOUDOUN COUNTY,186
jurisdiction,LOVE,66
jurisdiction,La Paz,1983
jurisdiction,LaSALLE,5
jurisdiction,Lac Qui Parle,41
jurisdiction,Lafayette,20
jurisdiction,Lafayette County,1424
jurisdiction,Lafourche,16
jurisdiction,Lake,2675
jurisdiction,Lake Of The Woods,30
jurisdiction,Lamar,572
jurisdiction,Lancaster,1231
jurisdiction,Lander,111
jurisdiction,Lane,1571
jurisdiction,Lanier,116
jurisdiction,Larimer,1032
jurisdiction,Larue,38
jurisdiction,Lauderdale,612
jurisdiction,Laurel,196
jurisdiction,Laurens,1707
jurisdiction,Lawrence,228
jurisdiction,Lawrence County,1925
jurisdiction,Le Sueur,14
jurisdiction,Lea,170
jurisdiction,Lee,4290
jurisdiction,Lee County,435
jurisdiction,Leon,3062
jurisdiction,Leslie,157
jurisdiction,Letcher,336
jurisdiction,Leverett,2
jurisdiction,Levy,26
jurisdiction,Lewis,993
jurisdiction,Lewis & Clark,222
jurisdiction,Lexington,3542
jurisdiction,Leyden,2
jurisdiction,Liberty,844
jurisdiction,Limestone,207
jurisdiction,Lincoln,2186
jurisdiction,Lincoln County,1070
jurisdiction,Linn,1980
jurisdiction,Little Compton,122
jurisdiction,Little_River County,1376
jurisdiction,Livingston,39
jurisdiction,Logan,183
jurisdiction,Logan County,2520
jurisdiction,Long,188
jurisdiction,Lonoke County,2280
jurisdiction,Los Alamos,204
jurisdiction,Lowndes,746
jurisdiction,Lumpkin,28
jurisdiction,Luna,44
jurisdiction,Lyon,523
jurisdiction,MACON,1109
jurisdiction,MACOUPIN,64
jurisdiction,MADISON,389
jurisdiction,MANASSAS CITY,140
jurisdiction,MANASSAS PARK CITY,34
jurisdiction,MANITOWOC,86
jurisdiction,MARATHON,216
jurisdiction,MARINETTE,64
jurisdiction,MARQUETTE,38
jurisdiction,MARSHALL,95
jurisdiction,MARTIN,465
jurisdiction,MARTINSVILLE CITY,56
jurisdiction,MASON,22
jurisdiction,MAYES,60
jurisdiction,MCCURTAIN,180
jurisdiction,MCDOWELL,1156
jurisdiction,MCINTOSH,102
jurisdiction,MECKLENBURG,21558
jurisdiction,MECKLENBURG COUNTY,50
jurisdiction,MENARD,1
jurisdiction,MENOMINEE,4
jurisdiction,MIDDLESEX COUNTY,26
jurisdiction,MILWAUKEE,952
jurisdiction,MITCHELL,684
jurisdiction,MONROE,103
jurisdiction,MONTGOMERY,563
jurisdiction,MOORE,2771
jurisdiction,MORGAN,41
jurisdiction,MURRAY,180
jurisdiction,MUSKOGEE,204
jurisdiction,Macon,245
jurisdiction,Madison,1618
jurisdiction,Madison County,1250
jurisdiction,Magoffin,127
jurisdiction,Mahnomen,21
jurisdiction,Malheur,366
jurisdiction,Manatee,585
jurisdiction,Mansfield,12
jurisdiction,Marengo,142
jurisdiction,Maricopa,117079
jurisdiction,Marion,5039
jurisdiction,Marion County,2535
jurisdiction,Marlboro,472
jurisdiction,Marshall,761
jurisdiction,Martin,389
jurisdiction,Mason,1141
jurisdiction,Maui,3276
jurisdiction,McCone,3
jurisdiction,McCormick,511
jurisdiction,McCracken,396
jurisdiction,McCreary,96
jurisdiction,McDuffie,500
jurisdiction,McIntosh,164
jurisdiction,McKinley,274
jurisdiction,McLEAN,4
jurisdiction,McLean,75
jurisdiction,Mcleod,48
jurisdiction,Meade,44
jurisdiction,Meagher,3
jurisdiction,Meeker,45
jurisdiction,Menifee,60
jurisdiction,Mercer,528
jurisdiction,Meriwether,784
jurisdiction,Mesa,228
jurisdiction,Metcalfe,99
jurisdiction,Miami-Dade,3768
jurisdiction,Middlesex,7380
jurisdiction,Middletown,371
jurisdiction,Mille Lacs,25
jurisdiction,Miller,52
jurisdiction,Miller County,1232
jurisdiction,Mineral,304
