variable,value,count
candidate,GARLAND COUNTY TAX COLLECTOR REBEC,224
candidate,GARLAND COUNTY TREASURER GARLAND C,224
candidate,GEORGETOWN ALDERMAN PO. 1,276
candidate,GEORGETOWN ALDERMAN PO. 3,276
candidate,GEORGETOWN ALDERMAN PO. 5,276
candidate,"GIUFFRE, John M. (Raghu)",741
candidate,GLASS TOWNSHIP CONSTABLE-CHARLES E,80
candidate,GRIFFITHVILLE ALDERMAN PO. 1,276
candidate,GRIFFITHVILLE ALDERMAN PO. 2,276
candidate,GRIFFITHVILLE ALDERMAN PO. 3,276
candidate,GRIFFITHVILLE ALDERMAN PO. 5,276
candidate,GRUBBS ALDERMAN POSITION 1-RONNIE,80
candidate,GRUBBS ALDERMAN POSITION 2-JULIE A,80
candidate,GRUBBS ALDERMAN POSITION 3-CHUCK H,80
candidate,GRUBBS ALDERMAN POSITION 4-JIMMY P,80
candidate,GRUBBS ALDERMAN POSITION 5-LINDA M,80
candidate,GRUBBS CITY CLERK-SARAH BENNETT (I,80
candidate,GRUBBS TOWNSHIP CONSTABLE-JAMES â€,80
candidate,"GUMINA, TONY",1858
candidate,"Garrard, Robert D.",2676
candidate,Gary Landrieu,4032
candidate,"Gianoutsos, Ted",563
candidate,Giant Meteor,46
candidate,"Gillett Ald. W1 P1, Jerry Connelly",120
candidate,"Gillett Ald. W1 P2, Walter Raymond",120
candidate,"Gillett Ald. W2 P1, Brandon Truax,",120
candidate,"Gillett Ald. W2 P2, Matthew Knoll,",120
candidate,"Gillett Ald. W3 P1, Ronald William",120
candidate,"Gillett Ald. W3 P2, Leslie Rone, I",120
candidate,"Gillett Recorder/Treasurer, Jennif",120
candidate,Gina Bufe,30
candidate,Gregory Taylor,4032
candidate,"HECK, JOE",1858
candidate,HIGGINSON ALDERMAN W-1 PO. 2,276
candidate,HIGGINSON ALDERMAN W-2 PO. 1,276
candidate,HIGGINSON ALDERMAN W-2 PO. 2,276
candidate,HIGGINSON ALDERMAN W-3 PO. 1,276
candidate,HIGGINSON ALDERMAN W-3 PO. 2,276
candidate,HIGGINSON RECORDER/TREASURER,276
candidate,"Humphrey Ald. W1 P2, Kie Sherman,",120
candidate,"Humphrey Ald. W2 P1, Cleveland Hat",120
candidate,"Humphrey Ald. W3 P1, John Wayne Mo",120
candidate,"Humphrey Ald. W3 P2, Chad Burgess,",120
candidate,J.P. Dist 1 Johnny Hobbs,444
candidate,J.P. Dist 10 Dickie L. Robertson,444
candidate,J.P. Dist 11 Linda Willsey Murry,444
candidate,J.P. Dist 12 Bob Schwartz,444
candidate,J.P. Dist 13 Rick Reedy,444
candidate,J.P. Dist 2 Jackie C. Davis,444
candidate,J.P. Dist 3 Shawn Looper,444
candidate,J.P. Dist 4 James W. Butler,444
candidate,J.P. Dist 6 Danny W. Aldridge,444
candidate,J.P. Dist 8 Donald E. Carter,444
candidate,J.P. Dist 9 Rhonda Royal,444
candidate,JACKSON COUNTY CLERK-COUNTY CLERK,80
candidate,JACKSON COUNTY CORONER-CRIS M. DRI,80
candidate,JACKSON COUNTY JUDGE-JUDGE JEFF PH,80
candidate,JACKSON COUNTY TREASURER-TREASURER,80
candidate,JACKSONPORT ALDERMAN POSITION 1-JE,80
candidate,JACKSONPORT ALDERMAN POSITION 2-MA,80
candidate,JACKSONPORT ALDERMAN POSITION 3-JO,80
candidate,JACKSONPORT ALDERMAN POSITION 4-DA,80
candidate,JACKSONPORT ALDERMAN POSITION 5-ST,80
candidate,JACKSONPORT CITY CLERK-CHELSI SMIT,80
candidate,JAMES LANKFORD,5874
candidate,JEFFERSON TOWNSHIP CONSTABLE-JR MO,80
candidate,JIM BARKSDALE,10772
candidate,JIM GRAY,9
candidate,JOHNNY ISAKSON,10772
candidate,"JONES, TOM",1858
candidate,JP DISTRICT 1,276
candidate,"JP DISTRICT 1 JIM L. MILUM - REP,",92
candidate,JP DISTRICT 10,276
candidate,JP DISTRICT 10 JAMES C. WIDNER - R,92
candidate,JP DISTRICT 11,276
candidate,JP DISTRICT 11 DAVID THOMPSON - RE,92
candidate,JP DISTRICT 12,276
candidate,JP DISTRICT 13,276
candidate,JP DISTRICT 2,276
candidate,JP DISTRICT 3,276
candidate,JP DISTRICT 4,276
candidate,"JP DISTRICT 4 BRYAN SNAVELY - REP,",92
candidate,JP DISTRICT 5,276
candidate,"JP DISTRICT 5 FRED WOEHL JR - REP,",92
candidate,JP DISTRICT 6,276
candidate,JP DISTRICT 7 ROBERT L. MEEK - REP,92
candidate,JP DISTRICT 8,276
candidate,"JP DISTRICT 8 JIM D. HARP - REP,",92
candidate,JP DISTRICT 9,276
candidate,JP DISTRICT 9 RALPH H. GUYNN - REP,92
candidate,"JP District 1, Bill Paxton, Democr",120
candidate,"JP District 2, Roger Theis, Democr",120
candidate,"JP District 3, Jerry E. Rodgers, D",120
candidate,"JP District 4, Mary Ashley-Iverson",120
candidate,"JP District 5, Tim Criswell, Democ",120
candidate,"JP District 6, Inez McLemore, Demo",120
candidate,"JP District 7, James L. Gunnell, D",120
candidate,"JP District 8, Kirk Keller, Republ",120
candidate,JUDSONIA ALDERMAN W-1 PO. 1,276
candidate,JUDSONIA ALDERMAN W-1 PO. 2,276
candidate,JUDSONIA ALDERMAN W-2 PO. 1,276
candidate,JUDSONIA ALDERMAN W-2 PO. 2,276
candidate,JUDSONIA ALDERMAN W-3 PO. 1,276
candidate,JUDSONIA RECORDER/TREASURER,276
candidate,JUSTICE OF THE PEACE DISTRICT 01 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 02 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 05 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 06 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 07 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 09 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 1-RU,80
candidate,JUSTICE OF THE PEACE DISTRICT 10 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 11 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 12 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 13 J,224
candidate,JUSTICE OF THE PEACE DISTRICT 3-JU,80
candidate,JUSTICE OF THE PEACE DISTRICT 4-JU,80
candidate,JUSTICE OF THE PEACE DISTRICT 6-RO,80
candidate,JUSTICE OF THE PEACE DISTRICT 8-JU,80
candidate,JUSTICE OF THE PEACE DISTRICT 9-JU,80
candidate,James Espisito,42
candidate,James Germalic,432
candidate,James Stahl,8887
candidate,Jason Kander,3214
candidate,Jay Williams,707
candidate,Jeffery Russell,742
candidate,Jerry Moran,1127
candidate,Jerry Sturgill,961
candidate,Jerry Trudell,275
candidate,Jim GRAY,2918
candidate,Jim Gray,1070
candidate,Jim Hennager,3360
candidate,Jim Lindsay,1343
candidate,John Fleming,4032
candidate,John Hoeven,432
candidate,John Kennedy,4032
candidate,John M. Traceski,689
candidate,John R. Thune,707
candidate,John Schiess,3636
candidate,Johnathan McFarland,3122
candidate,Jon Kelly,13
candidate,Jonathan Dine,3185
candidate,Joseph R. DeMare,8887
candidate,Joshua Pellerin,4032
candidate,Joshua White,46
candidate,Julie Panna,46
candidate,Justice of the Peace District 04 P,42
candidate,Justice of the Peace District 05 B,42
candidate,Justice of the Peace District 07 O,42
candidate,Justice of the Peace District 08 T,42
candidate,Justice of the Peace District 09 J,42
candidate,Justice of the Peace District 1 Vi,42
candidate,Justice of the Peace District 10 L,42
candidate,Justice of the Peace District 11 C,42
candidate,Justice of the Peace District 2 Ma,42
candidate,Justice of the Peace District 3 Ro,42
candidate,Justice of the Peace District 6 St,42
candidate,KATIE MCGINTY,9176
candidate,KENSETT ALDERMAN W-1 PO. 2,276
candidate,KENSETT ALDERMAN W-2 PO. 1,276
candidate,KENSETT ALDERMAN W-2 PO. 2,276
candidate,KENSETT ALDERMAN W-3 PO. 1,276
candidate,KENSETT ALDERMAN W-3 PO. 2,276
candidate,KENSETT CLERK/TREASURER,276
candidate,KENTON McMILLEN,10085
candidate,"KOKOSKI, Michael A.",741
candidate,Kaitlin Marone,4032
candidate,Kamala D. Harris,42839
candidate,Kelly Ayotte,320
candidate,LETONA ALDERMAN PO. 1,276
candidate,LETONA ALDERMAN PO. 3,276
candidate,LETONA ALDERMAN PO. 4,276
candidate,LETONA ALDERMAN PO. 5,276
candidate,LONSDALE ALDERMAN POSITION 1 JARRO,224
candidate,LONSDALE ALDERMAN POSITION 4 BEVER,224
candidate,LONSDALE CLERK/TREASURER SUSAN G.,224
candidate,Le Roy Gillam,4032
candidate,Lily Tang Williams,3011
candidate,Loretta L. Sanchez,42839
candidate,MARK STEVEN KIRK,10088
candidate,MARK T. BEARD,5874
candidate,MCRAE ALDERMAN W-1 PO. 1,276
candidate,MCRAE ALDERMAN W-2 PO. 1,276
candidate,MCRAE ALDERMAN W-2 PO. 2,276
candidate,MCRAE RECORDER/TREASURER,276
candidate,MIKE WORKMAN,5874
candidate,MOUNTAIN PINE ALDERMAN WARD 1 POSI,224
candidate,MOUNTAIN PINE ALDERMAN WARD 2 POSI,224
candidate,MOUNTAIN PINE ALDERMAN WARD 2 POSI__1,224
candidate,MOUNTAIN PINE CLERK/TREASURER TAMB,224
candidate,"MV ""Vinny"" Mendoza",4032
candidate,Maggie Hassan,320
candidate,Manually Counted Emergency,5456
candidate,Marco Rubio,5925
candidate,Margaurite Bixby,42
candidate,Mark Callahan,1343
candidate,"Metcalfe, Ray",563
candidate,Michael Bennet,3011
candidate,Michael Luick-Thrams,3360
candidate,Mike Crapo,961
candidate,Mike Lee,2233
candidate,"Miller, Joe",563
candidate,Misty Snow,2231
candidate,"Moran, Jerry",2676
candidate,"Murkowski, Lisa",563
candidate,NAC COLLEGE BOARD SEAT 7 R.G. EARN,92
candidate,NAC COLLEGE BOARD SEAT 8 CHRIS MCN,92
candidate,NAC COLLEGE BOARD SEAT 9 DONALD TO,92
candidate,"NEWPORT ALDERMAN WARD 1, POSITION",80
candidate,"NEWPORT ALDERMAN WARD 1, POSITION__1",80
candidate,"NEWPORT ALDERMAN WARD 2, POSITION",80
candidate,"NEWPORT ALDERMAN WARD 2, POSITION__1",80
candidate,"NEWPORT ALDERMAN WARD 3, POSITION",80
candidate,"NEWPORT ALDERMAN WARD 4, POSITION",80
candidate,"NEWPORT ALDERMAN WARD 4, POSITION__1",80
candidate,NPC BOARD OF TRUSTEES POSITION 1 F,224
candidate,NPC BOARD OF TRUSTEES POSITION 2 R,224
candidate,NPC BOARD OF TRUSTEES POSITION 3 L,224
candidate,NPC BOARD OF TRUSTEES POSITION 4 B,224
candidate,Nathaniel (Nate) Malone,12
candidate,None Of These Candidates,1858
candidate,PANGBURN ALDERMAN W-3 PO. 1,276
candidate,PANGBURN ALDERMAN W-3 PO. 2,276
candidate,PANGBURN CLERK/TREASURER,276
candidate,PATRICK J TOOMEY,9176
candidate,Patrick Leahy,275
candidate,Patrick Lee,50
candidate,Patrick Murphy,5917
candidate,Patrick Wiesner,1127
candidate,Patty Judge,3360
candidate,Patty Murray,4610
candidate,Paul Noel Fiorino,3010
candidate,Paul Stanton,5796
candidate,Pete Diamondstone,275
candidate,Peter Williams,4032
candidate,Phillip N. Anderson,3636
candidate,ROBERT T. MURPHY,5874
candidate,ROSE BUD ALDERMAN PO. 2,276
candidate,ROSE BUD ALDERMAN PO. 3,276
candidate,ROSE BUD ALDERMAN PO. 4,276
candidate,ROSE BUD ALDERMAN PO. 5,276
candidate,RUSSELL ALDERMAN PO. 1,276
candidate,RUSSELL ALDERMAN PO. 2,276
candidate,RUSSELL ALDERMAN PO. 3,276
candidate,RUSSELL ALDERMAN PO. 4,276
candidate,RUSSELL ALDERMAN PO. 5,276
candidate,Rand PAUL,2925
candidate,Rand Paul,1071
candidate,Ray J. Writz,960
candidate,Rebel Michael Scarborough,2550
candidate,Republican,174
candidate,Richard Blumenthal,1485
candidate,Richard Burr,12152
candidate,Richard C. Shelby,2335
candidate,Richard Hanna,46
candidate,Richard Lion,742
candidate,Rob Portman,8887
candidate,Robert D. Garrard,655
candidate,Robert Garrard,472
candidate,Robert N Marquette,432
candidate,Robin Taylor,412
candidate,Robin Turner,1365
candidate,Robin Wilson,13709
candidate,Ron Crumpton,2335
candidate,Ron Johnson,3636
candidate,Ron Wyden,1343
candidate,Roy Blunt,3225
candidate,Russ Feingold,3636
candidate,"SAWYER, THOMAS TOM",1858
candidate,SCATTERING,3636
candidate,"SCHATZ, Brian",741
candidate,SCOTT SUMMERS,10080
candidate,SEAN BRADDY,5874
candidate,SEARCY ALDERMAN W-1 PO. 1,276
candidate,SEARCY ALDERMAN W-1 PO. 2,276
candidate,SEARCY ALDERMAN W-2 PO. 1,276
candidate,SEARCY ALDERMAN W-2 PO. 2,276
candidate,SEARCY ALDERMAN W-3 PO. 1,276
candidate,SEARCY ALDERMAN W-3 PO. 2,276
candidate,SEARCY ALDERMAN W-4 PO. 1,276
candidate,SEARCY ALDERMAN W-4 PO. 2,276
candidate,SHERIFF,276
candidate,STATE REPRESENTATIVE DISTRICT 13,276
candidate,STATE REPRESENTATIVE DISTRICT 21 R,224
candidate,STATE REPRESENTATIVE DISTRICT 22 R,224
candidate,STATE REPRESENTATIVE DISTRICT 24 R,224
candidate,STATE REPRESENTATIVE DISTRICT 26 R,224
candidate,STATE REPRESENTATIVE DISTRICT 45,276
candidate,STATE REPRESENTATIVE DISTRICT 46,276
candidate,STATE REPRESENTATIVE DISTRICT 47,276
candidate,STATE REPRESENTATIVE DISTRICT 47-S,80
candidate,STATE REPRESENTATIVE DISTRICT 52-R,80
candidate,STATE REPRESENTATIVE DISTRICT 83 R,92
candidate,STATE REPRESENTATIVE DISTRICT 98 R,92
candidate,STATE SENATE DISTRICT 13 SENATOR A,224
candidate,STATE SENATE DISTRICT 16 SENATOR G,92
candidate,STATE SENATE DISTRICT 23,276
candidate,STATE SENATE DISTRICT 23-SENATOR R,80
candidate,STATE SENATE DISTRICT 28,276
candidate,STATE SENATE DISTRICT 29,276
candidate,STRAIGHT PARTY,807
candidate,SWIFTON ALDERMAN POSITION 3-RODNEY,80
candidate,SWIFTON ALDERMAN POSITION 5-BRIAN,80
candidate,SWIFTON ALDERMAN POSTION 2-JEROD H,80
candidate,SWIFTON CITY CLERK-TABITHA JOHNSON,80
candidate,Scatter,174
candidate,Scattering,6478
candidate,Scott Milne,275
candidate,Scott Rupert,8887
candidate,Sean Haugh,12151
candidate,Senator John Boozman,10555
candidate,Shanti S Lewallen,1343
candidate,"Smith, DJ",2676
candidate,Southwest Arkansas Water District,42
candidate,Special Presidential,5456
candidate,Special Votes,40
candidate,"St. Charles Ald. Pos. 1, Kirk Whit",120
candidate,"St. Charles Ald. Pos. 3, Mickey D.",120
candidate,"St. Charles Ald. Pos. 4, Kevin Pos",120
candidate,"St. Charles Ald. Pos. 5, R. Ryan L",120
candidate,State Rep Dist 21 Marcus E. Richmond,444
candidate,State Rep Dist 74 Jon S. Eubanks,444
candidate,State Rep Dist 75 Charlotte V. Dougl,444
candidate,State Rep Dist 76 Mathew W. Pitsch,444
candidate,State Rep Dist 78 George B. McGill,444
candidate,State Rep Dist 79 Gary Deffenbaugh,444
candidate,"State Representative District 12,",120
candidate,"State Representative District 13,",120
candidate,State Representative District 2 Re,42
candidate,State Representative District 5 St,42
candidate,State Representative District 6 St,42
candidate,State Senate District 12 Senator B,42
candidate,"State Senate District 25,State Sen",120
candidate,"State Senate District 28, Senator",120
candidate,Steven C Reynolds,1343
candidate,Steven Machat,5588
candidate,Steven Wallace,12
candidate,"Stock, Margaret",563
candidate,Stoney Fonua,2230
candidate,Straight ticket,20400
candidate,"Stuttgart Ald. W1 P1, Joe Alexande",120
candidate,"Stuttgart Ald. W2 P1, Joe Rhine, I",120
candidate,"Stuttgart Ald. W3 P1, Bill Shrum,",120
candidate,"Stuttgart Ald. W3 P2, Jim Craig, I",120
candidate,TAMMY DUCKWORTH,10088
candidate,TREASURER,276
candidate,"TREASURER TOMMY CREAMER - REP,",92
candidate,"TUCKERMAN ALDERMAN WARD 1, POSITIO",80
candidate,"TUCKERMAN ALDERMAN WARD 1, POSITIO__1",80
candidate,"TUCKERMAN ALDERMAN WARD 2, POSITIO",80
candidate,"TUCKERMAN ALDERMAN WARD 2, POSITIO__1",80
candidate,"TUCKERMAN ALDERMAN WARD 3, POSITIO",80
candidate,"TUCKERMAN ALDERMAN WARD 3, POSITIO__1",80
candidate,TUPELO ALDERMAN POSITION 1-LARRY J,80
candidate,TUPELO ALDERMAN POSITION 2-SANDRA,80
candidate,TUPELO ALDERMAN POSITION 3-ALLEN M,80
candidate,TUPELO ALDERMAN POSITION 5-CARL RO,80
candidate,Tax Collector Cindy D. Walker,42
candidate,Ted Strickland,8887
candidate,The People'S Party,49
candidate,Thomas Dixon,2550
candidate,Thomas Morgan,12
candidate,Thomas Mulhern,46
candidate,Thomas P. Clements,4032
candidate,Tim Scott,2550
candidate,Tom Connors,8887
candidate,Tony Khoury,5681
candidate,Troy Hebert,4032
candidate,UNION TOWNSHIP CONSTABLE-ALLEN EDW,80
candidate,UNOPPOSED CANDIDATES,24
candidate,VOTE FOR,80
candidate,VOTE FOR ALL,32
candidate,WEST POINT ALDERMAN PO. 2,276
candidate,WEST POINT ALDERMAN PO. 3,276
candidate,WEST POINT ALDERMAN PO. 4,276
candidate,"WILLIAMS, JARROD M.",1858
candidate,Wendy Long,42641
candidate,Wendy Ross,3606
candidate,"Wiesner, Patrick",2676
candidate,"William Robert ""Bob"" Lang",4032
candidate,,34034
candidate_fec,H0IL10120; S0IL00261,10088
candidate_fec,H0OK05114; S4OK00232,5874
candidate_fec,H0SC01279; S4SC00240,2550
candidate_fec,H6IL06141; S6IL00292,10088
candidate_fec,H6KS01096; S0KS00091,3803
candidate_fec,H6MO07128; S0MO00183,3225
candidate_fec,S0AK00121,563
candidate_fec,S0CO00211,3011
candidate_fec,S0CT00177,1485
candidate_fec,S0FL00338,5925
candidate_fec,S0HI00126,741
candidate_fec,S0IA00028,3360
candidate_fec,S0KS00166,3803
candidate_fec,S0KY00156,3996
candidate_fec,S0LA00071,4032
candidate_fec,S0ND00093,432
candidate_fec,S0NH00235,320
candidate_fec,S0OH00133; H4OH02032,8887
candidate_fec,S0UT00165,2233
candidate_fec,S2NC00257,12151
candidate_fec,S2NY00259,42641
candidate_fec,S2OH00238,8887
candidate_fec,S2SD00068; H6SD00085,707
candidate_fec,S2UT00187,2230
candidate_fec,S2WA00189,4610
candidate_fec,S4AK00099,563
candidate_fec,S4HI00136; H6HI02244,741
candidate_fec,S4LA00065,4032
candidate_fec,S4LA00115,4032
candidate_fec,S4LA00149,4032
candidate_fec,S4NC00089; H2NC05074,12152
candidate_fec,S4OR00172,1343
candidate_fec,S4PA00121; H8PA15096,9176
candidate_fec,S4VT00017,275
candidate_fec,S6AK00151,563
candidate_fec,S6AK00201,563
candidate_fec,S6AL00013,2335
candidate_fec,S6AL00302,2335
candidate_fec,S6CA00584,42839
candidate_fec,S6CA00691,42839
candidate_fec,S6CO00226,3011
candidate_fec,S6CO00317,3011
candidate_fec,S6CO00366,3010
candidate_fec,S6CT05108,744
